0	149
1	217
2	199
3	130
4	129
5	97
6	114
7	92
8	102
9	114
10	123
11	116
12	117
13	115
14	135
15	116
16	94
17	104
18	99
19	137
20	153
21	181
22	187
23	206
24	187
25	214
26	190
27	212
28	202
29	232
30	233
31	262
32	267
33	270
34	268
35	280
36	292
37	310
38	316
39	309
40	327
41	370
42	365
43	350
44	391
45	359
46	362
47	343
48	414
49	392
50	430
51	429
52	397
53	466
54	496
55	568
56	437
57	410
58	405
59	384
60	403
61	337
62	294
63	299
64	286
65	288
66	299
67	267
68	299
69	307
70	292
71	302
72	266
73	258
74	296
75	306
76	289
77	289
78	307
79	297
80	308
81	340
82	345
83	391
84	414
85	492
86	557
87	473
88	588
89	708
90	742
91	891
92	973
93	936
94	969
95	986
96	1015
97	1036
98	1043
99	1023
100	965
101	835
102	832
103	705
104	674
105	617
106	553
107	565
108	438
109	420
110	359
111	295
112	290
113	308
114	309
115	287
116	283
117	308
118	295
119	248
120	266
121	243
122	233
123	283
124	219
125	250
126	233
127	219
128	223
129	237
130	205
131	222
132	202
133	191
134	216
135	197
136	189
137	211
138	201
139	195
140	180
141	175
142	205
143	199
144	168
145	188
146	168
147	184
148	179
149	185
150	183
151	197
152	194
153	218
154	209
155	193
156	176
157	200
158	180
159	201
160	203
161	191
162	199
163	204
164	208
165	182
166	180
167	205
168	233
169	180
170	175
171	188
172	183
173	197
174	184
175	213
176	217
177	204
178	204
179	199
180	232
181	206
182	499
183	468
184	460
185	251
186	232
187	203
188	213
189	218
190	209
191	177
192	185
193	178
194	177
195	171
196	224
197	183
198	175
199	269
200	145
201	148
202	127
203	120
204	112
205	106
206	109
207	101
208	96
209	89
210	86
211	58
212	93
213	85
214	72
215	69
216	59
217	69
218	67
219	84
220	97
221	96
222	52
223	45
224	46
225	40
226	41
227	45
228	43
229	39
230	32
231	36
232	30
233	26
234	37
235	27
236	28
237	22
238	24
239	26
240	23
241	22
242	25
243	27
244	22
245	22
246	24
247	25
248	24
249	27
250	16
251	28
252	28
253	57
254	105
255	76
