0	501
1	1476
2	787
3	1196
4	1043
5	1056
6	0
7	1353
8	1085
9	955
10	1023
11	1434
12	0
13	1932
14	0
15	0
16	2841
17	0
18	0
19	3407
20	0
21	0
22	0
23	3739
24	0
25	0
26	3515
27	0
28	0
29	2540
30	1891
31	0
32	1709
33	1449
34	0
35	1198
36	1151
37	1083
38	1265
39	1355
40	0
41	1303
42	1415
43	0
44	2118
45	0
46	0
47	2756
48	0
49	2654
50	1160
51	639
52	1318
53	663
54	1385
55	744
56	816
57	891
58	1018
59	1107
60	1315
61	1357
62	0
63	1219
64	1237
65	1270
66	1446
67	0
68	1512
69	1571
70	0
71	1764
72	0
73	1872
74	0
75	1863
76	0
77	2039
78	0
79	2141
80	0
81	2190
82	0
83	2348
84	0
85	0
86	2408
87	0
88	2414
89	0
90	2296
91	0
92	2053
93	0
94	2038
95	0
96	1893
97	0
98	1884
99	1581
100	0
101	1535
102	1343
103	1303
104	0
105	1247
106	1152
107	1133
108	1137
109	1112
110	1181
111	1259
112	0
113	1485
114	1514
115	0
116	1662
117	0
118	1785
119	0
120	2028
121	0
122	2214
123	0
124	2495
125	0
126	0
127	2872
128	0
129	0
130	3088
131	0
132	0
133	3445
134	0
135	0
136	0
137	3902
138	0
139	0
140	0
141	3896
142	0
143	0
144	0
145	3688
146	0
147	0
148	3616
149	0
150	0
151	3412
152	0
153	0
154	0
155	3250
156	0
157	0
158	3033
159	0
160	2584
161	0
162	2299
163	0
164	2219
165	0
166	2084
167	0
168	1885
169	0
170	1642
171	0
172	1641
173	1616
174	0
175	1634
176	1543
177	0
178	1430
179	1365
180	1246
181	1268
182	1188
183	0
184	1164
185	1067
186	1014
187	1034
188	1021
189	1861
190	843
191	887
192	817
193	1449
194	701
195	1082
196	1386
197	970
198	899
199	933
200	1042
201	1091
202	1204
203	675
204	1422
205	703
206	1387
207	732
208	723
209	1471
210	677
211	1385
212	704
213	1438
214	673
215	1437
216	674
217	1356
218	675
219	1365
220	707
221	1350
222	655
223	1114
224	1051
225	1293
226	1104
227	1006
228	982
229	502
230	1521
231	993
232	0
233	1238
234	1471
235	0
236	1762
237	0
238	1950
239	0
240	2296
241	0
242	2508
243	0
244	2199
245	0
246	1650
247	1199
248	1182
249	779
250	1402
251	846
252	1252
253	997
254	994
255	66
