0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000069
12	0.000248
13	0.000740
14	0.001911
15	0.004410
16	0.007542
17	0.010544
18	0.013081
19	0.015106
20	0.016945
21	0.019085
22	0.023113
23	0.028275
24	0.032413
25	0.036057
26	0.039959
27	0.045429
28	0.052799
29	0.063637
30	0.076633
31	0.090897
32	0.104305
33	0.113995
34	0.121208
35	0.127728
36	0.133255
37	0.137825
38	0.142216
39	0.146347
40	0.151173
41	0.156342
42	0.161312
43	0.166710
44	0.174789
45	0.185303
46	0.192394
47	0.195427
48	0.197453
49	0.199852
50	0.202290
51	0.204681
52	0.207317
53	0.209846
54	0.212540
55	0.215130
56	0.217968
57	0.221081
58	0.224480
59	0.228363
60	0.232586
61	0.237602
62	0.242779
63	0.247429
64	0.252148
65	0.256992
66	0.262508
67	0.268276
68	0.274269
69	0.280998
70	0.288139
71	0.295246
72	0.303024
73	0.311192
74	0.319546
75	0.328503
76	0.337688
77	0.346897
78	0.355656
79	0.363487
80	0.371262
81	0.378483
82	0.385670
83	0.391701
84	0.397556
85	0.402679
86	0.407650
87	0.412407
88	0.416801
89	0.421124
90	0.425461
91	0.429703
92	0.434208
93	0.439011
94	0.444675
95	0.450451
96	0.456791
97	0.463600
98	0.471336
99	0.479782
100	0.489300
101	0.500256
102	0.512035
103	0.525177
104	0.540062
105	0.554924
106	0.568993
107	0.582787
108	0.595802
109	0.608200
110	0.619770
111	0.629627
112	0.638397
113	0.646862
114	0.654812
115	0.662003
116	0.668266
117	0.674526
118	0.680691
119	0.686924
120	0.692810
121	0.698265
122	0.703472
123	0.708225
124	0.713062
125	0.717594
126	0.722034
127	0.726105
128	0.729973
129	0.733917
130	0.737812
131	0.741280
132	0.744911
133	0.748127
134	0.751511
135	0.754627
136	0.757591
137	0.760155
138	0.762829
139	0.764935
140	0.766956
141	0.768810
142	0.770653
143	0.772243
144	0.774170
145	0.775944
146	0.777809
147	0.779373
148	0.781181
149	0.782932
150	0.784828
151	0.786907
152	0.788914
153	0.791069
154	0.793343
155	0.795662
156	0.798237
157	0.800823
158	0.803661
159	0.806343
160	0.808956
161	0.811634
162	0.814426
163	0.817184
164	0.819977
165	0.822796
166	0.825378
167	0.828094
168	0.830662
169	0.833347
170	0.836052
171	0.838833
172	0.841400
173	0.844337
174	0.846882
175	0.849453
176	0.852062
177	0.854626
178	0.857201
179	0.859741
180	0.862408
181	0.865105
182	0.867767
183	0.870255
184	0.872753
185	0.874989
186	0.877003
187	0.879120
188	0.881012
189	0.882774
190	0.884304
191	0.885944
192	0.887352
193	0.888775
194	0.890156
195	0.891403
196	0.892689
197	0.893993
198	0.895214
199	0.896400
200	0.897739
201	0.899654
202	0.902168
203	0.905457
204	0.909245
205	0.913967
206	0.919579
207	0.926300
208	0.933739
209	0.942497
210	0.952065
211	0.960453
212	0.966747
213	0.971321
214	0.974197
215	0.975830
216	0.977131
217	0.978802
218	0.981369
219	0.984150
220	0.986156
221	0.987377
222	0.988544
223	0.989372
224	0.990032
225	0.990704
226	0.991230
227	0.991711
228	0.992153
229	0.992558
230	0.993019
231	0.993439
232	0.993832
233	0.994179
234	0.994473
235	0.994709
236	0.994984
237	0.995274
238	0.995491
239	0.995773
240	0.995956
241	0.996128
242	0.996349
243	0.996609
244	0.996784
245	0.996979
246	0.997147
247	0.997395
248	0.997601
249	0.997784
250	0.997959
251	0.998192
252	0.998444
253	0.998821
254	0.999748
255	1.000000
