0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	18
12	47
13	129
14	307
15	655
16	821
17	787
18	665
19	531
20	482
21	561
22	1056
23	1353
24	1085
25	955
26	1023
27	1434
28	1932
29	2841
30	3407
31	3739
32	3515
33	2540
34	1891
35	1709
36	1449
37	1198
38	1151
39	1083
40	1265
41	1355
42	1303
43	1415
44	2118
45	2756
46	1859
47	795
48	531
49	629
50	639
51	627
52	691
53	663
54	706
55	679
56	744
57	816
58	891
59	1018
60	1107
61	1315
62	1357
63	1219
64	1237
65	1270
66	1446
67	1512
68	1571
69	1764
70	1872
71	1863
72	2039
73	2141
74	2190
75	2348
76	2408
77	2414
78	2296
79	2053
80	2038
81	1893
82	1884
83	1581
84	1535
85	1343
86	1303
87	1247
88	1152
89	1133
90	1137
91	1112
92	1181
93	1259
94	1485
95	1514
96	1662
97	1785
98	2028
99	2214
100	2495
101	2872
102	3088
103	3445
104	3902
105	3896
106	3688
107	3616
108	3412
109	3250
110	3033
111	2584
112	2299
113	2219
114	2084
115	1885
116	1642
117	1641
118	1616
119	1634
120	1543
121	1430
122	1365
123	1246
124	1268
125	1188
126	1164
127	1067
128	1014
129	1034
130	1021
131	909
132	952
133	843
134	887
135	817
136	777
137	672
138	701
139	552
140	530
141	486
142	483
143	417
144	505
145	465
146	489
147	410
148	474
149	459
150	497
151	545
152	526
153	565
154	596
155	608
156	675
157	678
158	744
159	703
160	685
161	702
162	732
163	723
164	732
165	739
166	677
167	712
168	673
169	704
170	709
171	729
172	673
173	770
174	667
175	674
176	684
177	672
178	675
179	666
180	699
181	707
182	698
183	652
184	655
185	586
186	528
187	555
188	496
189	462
190	401
191	430
192	369
193	373
194	362
195	327
196	337
197	342
198	320
199	311
200	351
201	502
202	659
203	862
204	993
205	1238
206	1471
207	1762
208	1950
209	2296
210	2508
211	2199
212	1650
213	1199
214	754
215	428
216	341
217	438
218	673
219	729
220	526
221	320
222	306
223	217
224	173
225	176
226	138
227	126
228	116
229	106
230	121
231	110
232	103
233	91
234	77
235	62
236	72
237	76
238	57
239	74
240	48
241	45
242	58
243	68
244	46
245	51
246	44
247	65
248	54
249	48
250	46
251	61
252	66
253	99
254	243
255	66
